date,ticket_id,customer_id,region,type,resolution_time_hours,channel,segment,week_of_year,month,quarter
2024-10-21,TK501014,C102921,East,Card,14.59,CallCenter,18-25,43,10,4
2024-11-07,TK501015,C100017,East,AppBug,16.94,Branch,18-25,45,11,4
2024-04-14,TK501016,C101956,East,AppBug,6.78,CallCenter,26-40,15,4,2
2024-08-30,TK501017,C104697,East,Transfer,11.39,Digital,26-40,35,8,3
2024-05-13,TK501018,C102293,South,Transfer,15.12,Digital,26-40,20,5,2
2024-10-25,TK501019,C100373,South,Login,12.75,Digital,26-40,43,10,4
2024-08-06,TK501020,C101003,North,AppBug,13.11,Digital,18-25,32,8,3
2024-11-20,TK501021,C103202,East,Login,5.27,CallCenter,56+,47,11,4
2024-08-18,TK501022,C103671,East,Transfer,2.99,CallCenter,41-55,33,8,3
2024-11-13,TK501023,C105555,North,AppBug,16.58,CallCenter,56+,46,11,4
2024-02-18,TK501024,C107704,East,Login,1.27,Digital,26-40,7,2,1
2024-06-25,TK501025,C103900,North,Transfer,13.1,CallCenter,18-25,26,6,2
2024-10-26,TK501026,C106905,East,Card,22.68,Branch,41-55,43,10,4
2024-02-08,TK501027,C104797,North,Login,10.23,Digital,26-40,6,2,1
2024-12-06,TK501028,C103216,West,AppBug,12.21,Digital,26-40,49,12,4
2024-03-19,TK501029,C102554,East,Login,15.7,Branch,26-40,12,3,1
2024-02-13,TK501030,C102411,North,AppBug,1.58,CallCenter,56+,7,2,1
2024-04-18,TK501031,C100785,South,Other,11.78,Digital,26-40,16,4,2
2024-12-31,TK501032,C104881,East,AppBug,17.93,Digital,26-40,1,12,4
2024-11-20,TK501033,C100445,North,Transfer,19.09,Digital,41-55,47,11,4
2024-02-19,TK501034,C103669,East,Card,14.28,Digital,26-40,8,2,1
2024-06-25,TK501035,C107980,North,Transfer,12.14,Branch,26-40,26,6,2
2024-06-24,TK501036,C107148,South,Login,17.59,Digital,41-55,26,6,2
2024-12-22,TK501037,C102705,South,AppBug,6.8,CallCenter,26-40,51,12,4
2024-02-25,TK501038,C103840,West,Card,12.2,CallCenter,41-55,8,2,1
2024-11-02,TK501039,C107832,West,Login,8.8,Digital,18-25,44,11,4
2024-04-18,TK501040,C101140,South,Card,13.93,Branch,26-40,16,4,2
2024-07-31,TK501041,C106527,West,Transfer,22.95,Branch,18-25,31,7,3
2024-05-06,TK501042,C107376,West,Card,15.55,CallCenter,18-25,19,5,2
2024-11-08,TK501043,C102866,North,Card,11.6,Digital,26-40,45,11,4
2024-12-11,TK501044,C100276,South,Transfer,6.93,Branch,26-40,50,12,4
2024-05-12,TK501045,C107828,East,Transfer,11.18,Digital,41-55,19,5,2
2024-09-03,TK501046,C105149,South,Card,16.44,CallCenter,26-40,36,9,3
2024-07-22,TK501047,C105436,South,AppBug,20.69,CallCenter,41-55,30,7,3
2024-07-22,TK501048,C103063,South,Transfer,10.71,CallCenter,56+,30,7,3
2024-02-20,TK501049,C102138,South,AppBug,21.0,CallCenter,41-55,8,2,1
2024-12-09,TK501050,C100263,West,Card,7.31,CallCenter,18-25,50,12,4
2024-03-07,TK501051,C107293,South,Login,3.77,Digital,18-25,10,3,1
2024-11-25,TK501052,C101185,West,AppBug,11.63,CallCenter,41-55,48,11,4
2024-03-12,TK501053,C101924,North,AppBug,14.29,Digital,26-40,11,3,1
2024-03-27,TK501054,C102295,East,Login,4.6,CallCenter,18-25,13,3,1
2024-03-19,TK501055,C105511,South,Card,6.55,Digital,26-40,12,3,1
2024-11-18,TK501056,C101155,West,AppBug,21.14,CallCenter,18-25,47,11,4
2024-02-23,TK501057,C104960,North,Other,5.81,CallCenter,18-25,8,2,1
2024-10-08,TK501058,C104384,South,AppBug,7.63,CallCenter,41-55,41,10,4
2024-11-18,TK501059,C107661,South,Card,7.52,Digital,56+,47,11,4
2024-04-25,TK501060,C106937,North,Transfer,10.81,Branch,26-40,17,4,2
2024-06-09,TK501061,C101800,North,AppBug,6.47,Digital,41-55,23,6,2
2024-03-28,TK501062,C106933,North,Card,23.8,Branch,41-55,13,3,1
2024-01-20,TK501063,C100813,West,AppBug,23.22,Digital,26-40,3,1,1
2024-09-10,TK501064,C103897,South,Login,12.61,CallCenter,26-40,37,9,3
2024-12-28,TK501065,C103948,South,Login,16.67,CallCenter,56+,52,12,4
2024-02-19,TK501066,C100454,South,Transfer,16.59,Digital,18-25,8,2,1
2024-05-28,TK501067,C104303,South,Login,10.16,Branch,26-40,22,5,2
2024-07-28,TK501068,C106642,East,AppBug,12.4,Digital,18-25,30,7,3
2024-11-20,TK501069,C105214,West,AppBug,5.11,CallCenter,26-40,47,11,4
2024-12-08,TK501070,C107000,South,Transfer,9.47,CallCenter,41-55,49,12,4
2024-11-11,TK501071,C102948,South,Card,7.41,Digital,56+,46,11,4
2024-08-04,TK501072,C100427,South,Card,9.95,CallCenter,41-55,31,8,3
2024-02-08,TK501073,C106454,East,Login,7.26,Digital,41-55,6,2,1
2024-07-14,TK501074,C105161,South,Transfer,4.69,CallCenter,56+,28,7,3
2024-01-11,TK501075,C101873,South,AppBug,8.64,CallCenter,56+,2,1,1
2024-08-14,TK501076,C103236,South,Other,6.38,CallCenter,56+,33,8,3
2024-08-22,TK501077,C102704,South,Card,3.2,Branch,41-55,34,8,3
2024-08-22,TK501078,C105632,West,AppBug,18.02,Branch,26-40,34,8,3
2024-09-25,TK501079,C103004,East,Card,15.0,CallCenter,18-25,39,9,3
2024-07-05,TK501080,C102872,East,Transfer,15.36,Branch,18-25,27,7,3
2024-04-16,TK501081,C106896,North,AppBug,1.0,Digital,56+,16,4,2
2024-08-09,TK501082,C100136,South,Transfer,17.01,Digital,56+,32,8,3
2024-05-07,TK501083,C103465,East,Transfer,13.49,Branch,41-55,19,5,2
2024-01-03,TK501084,C103676,South,Card,5.88,Digital,26-40,1,1,1
2024-01-31,TK501085,C100089,North,Transfer,15.88,Digital,26-40,5,1,1
2024-05-06,TK501086,C107641,South,Transfer,10.63,Digital,56+,19,5,2
2024-03-14,TK501087,C101962,North,Login,9.83,Digital,26-40,11,3,1
2024-05-17,TK501088,C106813,North,Card,19.76,Branch,18-25,20,5,2
2024-03-06,TK501089,C101590,East,Login,4.21,Digital,18-25,10,3,1
2024-06-05,TK501090,C104911,South,Card,6.03,CallCenter,26-40,23,6,2
2024-08-06,TK501091,C105611,South,Card,12.99,Digital,41-55,32,8,3
2024-12-23,TK501092,C101808,South,Login,14.47,Branch,26-40,52,12,4
2024-04-09,TK501093,C101284,South,Other,15.52,Digital,56+,15,4,2
2024-02-14,TK501094,C103510,South,Other,18.9,Digital,56+,7,2,1
2024-07-10,TK501095,C101704,South,Login,17.43,Digital,26-40,28,7,3
2024-01-29,TK501096,C107914,West,Card,6.5,Digital,56+,5,1,1
2024-06-28,TK501097,C100589,East,Transfer,13.26,Digital,18-25,26,6,2
2024-01-27,TK501098,C101232,South,AppBug,13.42,Digital,18-25,4,1,1
2024-11-15,TK501099,C100816,West,Card,10.57,Digital,56+,46,11,4
2024-11-15,TK501100,C106416,West,Other,1.0,CallCenter,26-40,46,11,4
2024-10-27,TK501101,C104960,North,Card,18.33,Digital,18-25,43,10,4
2024-06-27,TK501102,C101600,South,Card,11.43,CallCenter,56+,26,6,2
2024-04-12,TK501103,C104380,East,Login,6.72,CallCenter,26-40,15,4,2
2024-09-07,TK501104,C102058,East,Transfer,1.0,CallCenter,18-25,36,9,3
2024-02-24,TK501105,C105060,South,AppBug,11.17,Branch,18-25,8,2,1
2024-10-20,TK501106,C101785,East,Other,1.0,Digital,41-55,42,10,4
2024-05-09,TK501107,C106711,South,AppBug,12.53,Digital,56+,19,5,2
2024-11-04,TK501108,C107128,North,Login,11.56,Digital,56+,45,11,4
2024-04-22,TK501109,C101599,South,AppBug,8.1,CallCenter,26-40,17,4,2
2024-01-26,TK501110,C105818,South,Login,5.68,CallCenter,26-40,4,1,1
2024-11-17,TK501111,C106034,South,Other,3.33,Digital,56+,46,11,4
2024-03-22,TK501112,C103527,East,Login,14.54,Digital,18-25,12,3,1
2024-03-28,TK501113,C105563,South,AppBug,17.43,CallCenter,18-25,13,3,1
2024-08-28,TK501114,C107724,West,AppBug,13.21,CallCenter,56+,35,8,3
2024-03-19,TK501115,C100805,South,AppBug,17.96,Digital,18-25,12,3,1
2024-12-14,TK501116,C107099,South,Other,8.42,Digital,18-25,50,12,4
2024-06-23,TK501117,C106717,East,AppBug,11.86,Digital,41-55,25,6,2
2024-07-29,TK501118,C102748,South,Other,17.07,Branch,26-40,31,7,3
2024-06-11,TK501119,C100906,South,Transfer,5.86,Digital,26-40,24,6,2
2024-03-30,TK501120,C105522,South,Login,20.36,Digital,26-40,13,3,1
2024-02-07,TK501121,C103226,South,AppBug,16.27,Digital,41-55,6,2,1
2024-07-13,TK501122,C100136,South,Card,11.57,Digital,56+,28,7,3
2024-10-21,TK501123,C105293,South,Card,11.54,CallCenter,41-55,43,10,4
2024-02-10,TK501124,C103694,South,Transfer,12.87,Digital,41-55,6,2,1
2024-05-20,TK501125,C100674,North,Login,1.78,CallCenter,26-40,21,5,2
2024-02-01,TK501126,C104118,North,Login,2.85,Digital,26-40,5,2,1
2024-08-06,TK501127,C105314,North,Card,1.0,Digital,26-40,32,8,3
2024-01-05,TK501128,C107979,West,Transfer,17.13,Digital,26-40,1,1,1
2024-07-04,TK501129,C104267,North,Login,8.58,Digital,41-55,27,7,3
2024-02-24,TK501130,C103461,South,AppBug,11.5,Digital,41-55,8,2,1
2024-06-17,TK501131,C106230,West,Login,10.33,CallCenter,56+,25,6,2
2024-06-13,TK501132,C103154,South,Transfer,13.25,Digital,18-25,24,6,2
2024-11-25,TK501133,C100586,North,Transfer,8.94,Digital,18-25,48,11,4
2024-07-31,TK501134,C107824,South,Card,7.38,Digital,56+,31,7,3
2024-04-27,TK501135,C104026,West,Transfer,14.4,CallCenter,41-55,17,4,2
2024-03-29,TK501136,C102864,South,Card,3.39,CallCenter,26-40,13,3,1
2024-04-24,TK501137,C104044,North,Other,21.52,CallCenter,26-40,17,4,2
2024-03-28,TK501138,C107056,East,Card,14.08,Digital,56+,13,3,1
2024-12-23,TK501139,C107748,South,Login,8.47,Digital,26-40,52,12,4
2024-10-18,TK501140,C106587,South,AppBug,4.42,Digital,56+,42,10,4
2024-03-03,TK501141,C101443,South,Other,14.25,Digital,18-25,9,3,1
2024-12-22,TK501142,C101405,South,AppBug,18.0,CallCenter,26-40,51,12,4
2024-04-22,TK501143,C102826,East,AppBug,2.97,Digital,26-40,17,4,2
2024-06-28,TK501144,C106770,South,Card,26.53,CallCenter,26-40,26,6,2
2024-11-04,TK501145,C106918,East,Login,18.4,Digital,26-40,45,11,4
2024-04-08,TK501146,C104546,West,Transfer,12.3,CallCenter,56+,15,4,2
2024-12-28,TK501147,C106522,South,Login,17.25,CallCenter,18-25,52,12,4
2024-10-10,TK501148,C106033,South,Card,15.13,Digital,18-25,41,10,4
2024-03-12,TK501149,C105789,South,Login,14.6,CallCenter,26-40,11,3,1
2024-03-28,TK501150,C103405,South,Login,11.71,CallCenter,41-55,13,3,1
2024-01-25,TK501151,C104059,South,Transfer,18.14,CallCenter,41-55,4,1,1
2024-08-30,TK501152,C104974,North,AppBug,10.67,CallCenter,26-40,35,8,3
2024-12-08,TK501153,C102157,East,Transfer,12.07,CallCenter,26-40,49,12,4
2024-10-30,TK501154,C100652,West,Card,18.43,Branch,41-55,44,10,4
2024-10-31,TK501155,C106436,North,Other,13.33,Digital,26-40,44,10,4
2024-08-29,TK501156,C100587,South,Other,1.0,Digital,26-40,35,8,3
2024-10-01,TK501157,C100547,South,Other,14.37,Digital,18-25,40,10,4
2024-04-02,TK501158,C102542,North,Card,18.63,Branch,26-40,14,4,2
2024-10-21,TK501159,C104735,West,Login,15.08,Branch,41-55,43,10,4
2024-09-27,TK501160,C102852,South,AppBug,9.65,Digital,41-55,39,9,3
2024-06-17,TK501161,C100307,East,Login,8.65,CallCenter,41-55,25,6,2
2024-10-20,TK501162,C100917,South,AppBug,16.67,Digital,18-25,42,10,4
2024-09-03,TK501163,C107329,South,AppBug,17.9,Digital,26-40,36,9,3
2024-04-11,TK501164,C103180,South,Other,14.41,Branch,56+,15,4,2
2024-03-22,TK501165,C102538,South,AppBug,26.44,CallCenter,18-25,12,3,1
2024-07-08,TK501166,C101763,South,Login,3.86,Branch,18-25,28,7,3
2024-10-04,TK501167,C100522,West,Card,12.56,CallCenter,18-25,40,10,4
2024-07-21,TK501168,C105743,East,Login,14.97,Digital,56+,29,7,3
2024-05-27,TK501169,C101098,South,Login,8.75,CallCenter,56+,22,5,2
2024-07-22,TK501170,C104000,South,Transfer,5.34,CallCenter,41-55,30,7,3
2024-08-29,TK501171,C103200,East,AppBug,10.32,Branch,41-55,35,8,3
2024-09-23,TK501172,C105440,East,Other,10.9,Digital,18-25,39,9,3
2024-03-21,TK501173,C100798,North,Transfer,9.66,Digital,41-55,12,3,1
2024-08-08,TK501174,C100644,South,Card,5.57,Branch,41-55,32,8,3
2024-08-12,TK501175,C104177,West,Login,3.66,Digital,56+,33,8,3
2024-02-10,TK501176,C105596,South,Login,9.41,CallCenter,56+,6,2,1
2024-12-30,TK501177,C105140,East,Card,6.37,Digital,41-55,1,12,4
2024-10-28,TK501178,C106083,South,Login,1.0,Digital,18-25,44,10,4
2024-03-11,TK501179,C107407,North,Transfer,1.0,CallCenter,26-40,11,3,1
2024-06-08,TK501180,C100397,East,Other,4.6,Digital,26-40,23,6,2
2024-12-27,TK501181,C101639,South,Card,16.65,CallCenter,41-55,52,12,4
2024-08-18,TK501182,C100416,West,AppBug,1.62,Branch,18-25,33,8,3
2024-09-22,TK501183,C103550,North,Transfer,11.59,CallCenter,56+,38,9,3
2024-08-22,TK501184,C107496,East,Login,20.51,Digital,26-40,34,8,3
2024-02-19,TK501185,C103581,East,Transfer,8.29,CallCenter,41-55,8,2,1
2024-07-29,TK501186,C106069,East,Login,18.51,CallCenter,18-25,31,7,3
2024-07-10,TK501187,C100773,East,Login,7.1,CallCenter,41-55,28,7,3
2024-10-16,TK501188,C107847,South,Login,11.89,CallCenter,26-40,42,10,4
2024-05-22,TK501189,C106743,South,AppBug,15.65,Digital,18-25,21,5,2
2024-10-24,TK501190,C104928,North,Login,2.79,Digital,41-55,43,10,4
2024-03-19,TK501191,C101012,West,AppBug,1.0,Digital,26-40,12,3,1
2024-12-09,TK501192,C100076,North,Card,17.9,Digital,26-40,50,12,4
2024-04-27,TK501193,C103190,South,Card,16.33,Digital,18-25,17,4,2
2024-10-14,TK501194,C104190,East,Other,12.94,CallCenter,18-25,42,10,4
2024-09-06,TK501195,C103508,West,Login,19.52,CallCenter,41-55,36,9,3
2024-08-01,TK501196,C107964,South,AppBug,12.83,Branch,18-25,31,8,3
2024-06-25,TK501197,C102912,East,Login,19.37,Digital,26-40,26,6,2
2024-02-28,TK501198,C107147,West,Login,21.33,Digital,41-55,9,2,1
2024-12-14,TK501199,C102602,West,Card,9.23,Branch,26-40,50,12,4
2024-03-26,TK501200,C103456,South,AppBug,8.97,Digital,56+,13,3,1
2024-06-29,TK501201,C104973,West,Login,13.86,Digital,56+,26,6,2
2024-08-26,TK501202,C107641,South,Login,10.01,Digital,56+,35,8,3
2024-01-08,TK501203,C106171,South,Card,10.82,Branch,26-40,2,1,1
2024-10-11,TK501204,C106072,South,AppBug,21.47,Digital,18-25,41,10,4
2024-09-20,TK501205,C105323,West,Card,17.62,Digital,18-25,38,9,3
2024-08-10,TK501206,C102024,South,Login,13.73,Digital,26-40,32,8,3
2024-05-01,TK501207,C106397,North,AppBug,5.47,CallCenter,18-25,18,5,2
2024-12-31,TK501208,C107330,West,AppBug,20.46,Digital,18-25,1,12,4
2024-06-13,TK501209,C102972,West,Login,4.0,Digital,18-25,24,6,2
2024-02-17,TK501210,C106546,South,Transfer,10.85,Digital,18-25,7,2,1
2024-05-17,TK501211,C103829,North,Other,6.65,CallCenter,41-55,20,5,2
2024-05-14,TK501212,C101147,South,Card,13.15,CallCenter,41-55,20,5,2
2024-12-13,TK501213,C102666,South,Card,10.78,Digital,56+,50,12,4
2024-07-11,TK501214,C104328,South,Other,18.63,Digital,41-55,28,7,3
2024-06-16,TK501215,C106918,East,Login,18.11,CallCenter,26-40,24,6,2
2024-05-16,TK501216,C106579,South,Transfer,13.71,Digital,56+,20,5,2
2024-01-17,TK501217,C101833,East,Login,10.21,Branch,18-25,3,1,1
2024-10-20,TK501218,C104474,South,Login,1.0,Digital,26-40,42,10,4
2024-05-27,TK501219,C100852,North,Card,16.45,CallCenter,56+,22,5,2
2024-02-16,TK501220,C106298,North,AppBug,7.69,Branch,26-40,7,2,1
2024-01-18,TK501221,C105425,South,Login,11.75,Digital,41-55,3,1,1
2024-10-24,TK501222,C100562,West,Other,16.94,Digital,41-55,43,10,4
2024-10-23,TK501223,C103066,West,Transfer,11.08,Digital,26-40,43,10,4
2024-03-15,TK501224,C104447,South,Login,21.89,CallCenter,26-40,11,3,1
2024-06-24,TK501225,C100452,North,Card,8.18,Digital,41-55,26,6,2
2024-02-04,TK501226,C107355,South,Transfer,12.77,Digital,26-40,5,2,1
2024-08-22,TK501227,C105549,South,Login,6.22,CallCenter,26-40,34,8,3
2024-06-04,TK501228,C101660,South,AppBug,10.29,CallCenter,18-25,23,6,2
2024-09-28,TK501229,C104768,South,Login,16.14,CallCenter,18-25,39,9,3
2024-01-27,TK501230,C105854,South,AppBug,9.38,Branch,18-25,4,1,1
2024-06-28,TK501231,C102501,North,Transfer,9.13,CallCenter,41-55,26,6,2
2024-10-04,TK501232,C107571,West,AppBug,26.84,CallCenter,56+,40,10,4
2024-02-04,TK501233,C107398,West,Login,27.11,Digital,56+,5,2,1
2024-05-31,TK501234,C100485,West,Other,8.9,CallCenter,26-40,22,5,2
2024-05-28,TK501235,C103974,North,AppBug,16.19,Digital,18-25,22,5,2
2024-01-17,TK501236,C107358,East,Card,9.94,Digital,26-40,3,1,1
2024-11-24,TK501237,C104267,North,Login,19.09,Digital,41-55,47,11,4
2024-07-13,TK501238,C103196,North,Card,17.41,CallCenter,26-40,28,7,3
2024-01-19,TK501239,C106653,South,Card,10.64,Digital,26-40,3,1,1
2024-08-25,TK501240,C102038,South,Card,10.81,Digital,41-55,34,8,3
2024-10-07,TK501241,C100768,South,Transfer,23.42,Digital,18-25,41,10,4
2024-09-14,TK501242,C102879,East,Card,25.17,CallCenter,18-25,37,9,3
2024-10-08,TK501243,C103035,West,Transfer,10.03,Digital,41-55,41,10,4
2024-02-11,TK501244,C107854,West,Login,9.48,Digital,26-40,6,2,1
2024-01-24,TK501245,C107238,East,Other,4.62,Digital,26-40,4,1,1
2024-02-06,TK501246,C107216,South,Login,17.97,CallCenter,41-55,6,2,1
2024-08-11,TK501247,C103183,West,Card,13.93,Digital,18-25,32,8,3
2024-09-12,TK501248,C106397,North,AppBug,21.02,Digital,18-25,37,9,3
2024-03-16,TK501249,C105800,South,AppBug,14.67,CallCenter,26-40,11,3,1
2024-03-22,TK501250,C101882,East,Login,14.9,Digital,26-40,12,3,1
2024-02-14,TK501251,C101295,South,Card,21.44,CallCenter,26-40,7,2,1
2024-10-13,TK501252,C101317,South,AppBug,12.31,CallCenter,18-25,41,10,4
2024-01-06,TK501253,C102843,East,Transfer,6.61,Branch,26-40,1,1,1
2024-05-21,TK501254,C103804,East,AppBug,13.36,Branch,18-25,21,5,2
2024-12-04,TK501255,C106873,South,Card,10.97,Digital,26-40,49,12,4
2024-06-08,TK501256,C101322,North,Other,12.24,Digital,18-25,23,6,2
2024-08-04,TK501257,C103964,South,Transfer,11.58,CallCenter,26-40,31,8,3
2024-12-14,TK501258,C104278,South,Login,3.04,Digital,26-40,50,12,4
2024-04-27,TK501259,C102064,South,AppBug,8.7,Digital,26-40,17,4,2
2024-05-23,TK501260,C101650,West,AppBug,17.47,CallCenter,26-40,21,5,2
2024-06-09,TK501261,C104410,East,Card,8.68,Digital,26-40,23,6,2
2024-04-09,TK501262,C100143,South,Login,18.51,Branch,26-40,15,4,2
2024-10-16,TK501263,C103459,North,Login,10.55,Digital,41-55,42,10,4
2024-01-14,TK501264,C107045,West,Login,15.62,Digital,56+,2,1,1
2024-11-07,TK501265,C107812,South,Login,10.31,Branch,41-55,45,11,4
2024-07-26,TK501266,C107872,North,Other,10.23,Digital,26-40,30,7,3
2024-01-09,TK501267,C101453,East,Card,10.38,CallCenter,56+,2,1,1
2024-02-03,TK501268,C106317,East,AppBug,7.32,CallCenter,41-55,5,2,1
2024-02-24,TK501269,C104155,North,Card,19.7,CallCenter,18-25,8,2,1
2024-10-15,TK501270,C100670,North,Login,23.09,Digital,18-25,42,10,4
2024-05-01,TK501271,C104125,East,Card,16.3,Digital,18-25,18,5,2
2024-11-29,TK501272,C106170,West,Login,10.35,Digital,56+,48,11,4
2024-06-30,TK501273,C104228,West,AppBug,1.0,CallCenter,26-40,26,6,2
2024-05-18,TK501274,C103773,East,AppBug,27.21,CallCenter,41-55,20,5,2
2024-08-19,TK501275,C106355,East,Transfer,16.38,Digital,26-40,34,8,3
2024-01-26,TK501276,C104759,South,Login,17.98,Branch,56+,4,1,1
2024-01-27,TK501277,C105159,North,AppBug,18.83,Digital,26-40,4,1,1
2024-01-28,TK501278,C100694,East,Other,18.47,Digital,56+,4,1,1
2024-05-24,TK501279,C105417,South,Login,17.15,CallCenter,56+,21,5,2
2024-08-05,TK501280,C103218,South,Login,8.62,CallCenter,26-40,32,8,3
2024-06-06,TK501281,C100048,South,Card,19.42,CallCenter,41-55,23,6,2
2024-08-04,TK501282,C106558,North,Transfer,6.22,Digital,56+,31,8,3
2024-05-19,TK501283,C101332,South,Card,10.7,Branch,26-40,20,5,2
2024-08-28,TK501284,C104412,West,Transfer,15.86,Branch,41-55,35,8,3
2024-05-14,TK501285,C105942,East,Card,10.69,Digital,18-25,20,5,2
2024-12-25,TK501286,C103551,West,Login,17.25,Digital,26-40,52,12,4
2024-02-16,TK501287,C103544,South,Transfer,14.88,CallCenter,26-40,7,2,1
2024-08-11,TK501288,C101266,South,Transfer,12.51,Branch,18-25,32,8,3
2024-03-18,TK501289,C106286,South,Transfer,2.84,Branch,26-40,12,3,1
2024-09-15,TK501290,C101921,South,Transfer,1.0,CallCenter,26-40,37,9,3
2024-08-14,TK501291,C101351,South,AppBug,6.35,CallCenter,41-55,33,8,3
2024-05-12,TK501292,C104824,East,Card,7.28,CallCenter,26-40,19,5,2
2024-09-06,TK501293,C103573,West,Card,15.38,Digital,26-40,36,9,3
2024-10-18,TK501294,C107577,North,AppBug,16.58,Digital,18-25,42,10,4
2024-08-02,TK501295,C107242,North,Card,6.08,CallCenter,41-55,31,8,3
2024-01-09,TK501296,C106023,South,Login,14.57,Digital,56+,2,1,1
2024-08-23,TK501297,C101785,East,Transfer,16.89,Digital,41-55,34,8,3
2024-07-20,TK501298,C101587,South,Card,14.06,CallCenter,26-40,29,7,3
2024-11-15,TK501299,C107662,West,AppBug,6.52,CallCenter,41-55,46,11,4
2024-09-07,TK501300,C107758,East,AppBug,1.0,Digital,26-40,36,9,3
2024-03-28,TK501301,C100432,West,Card,4.71,CallCenter,41-55,13,3,1
2024-09-28,TK501302,C102424,South,Other,16.51,Digital,56+,39,9,3
2024-01-20,TK501303,C107104,South,Card,18.58,Digital,26-40,3,1,1
2024-04-11,TK501304,C102171,South,Card,13.0,Digital,26-40,15,4,2
2024-06-01,TK501305,C107668,South,AppBug,9.17,Branch,41-55,22,6,2
2024-10-17,TK501306,C102092,North,Transfer,10.8,CallCenter,26-40,42,10,4
2024-02-23,TK501307,C101399,East,Card,13.86,Digital,26-40,8,2,1
2024-01-30,TK501308,C100813,West,Transfer,14.8,CallCenter,26-40,5,1,1
2024-04-04,TK501309,C104472,South,Card,14.7,CallCenter,41-55,14,4,2
2024-06-26,TK501310,C102598,North,Login,13.19,CallCenter,56+,26,6,2
2024-07-19,TK501311,C104591,West,Card,10.98,Digital,26-40,29,7,3
2024-11-11,TK501312,C104201,East,AppBug,17.52,CallCenter,41-55,46,11,4
2024-04-18,TK501313,C105709,North,Other,20.03,Branch,41-55,16,4,2
2024-10-01,TK501314,C106300,West,AppBug,13.77,Digital,18-25,40,10,4
2024-11-25,TK501315,C103026,North,Card,11.45,CallCenter,26-40,48,11,4
2024-10-21,TK501316,C106434,North,Card,5.21,Digital,26-40,43,10,4
2024-03-23,TK501317,C106965,East,Transfer,9.32,CallCenter,26-40,12,3,1
2024-01-06,TK501318,C100642,North,Other,4.35,Digital,18-25,1,1,1
2024-03-24,TK501319,C101559,East,Transfer,7.32,CallCenter,56+,12,3,1
2024-10-29,TK501320,C106859,South,Other,24.2,CallCenter,18-25,44,10,4
2024-03-14,TK501321,C103998,East,Login,9.15,CallCenter,26-40,11,3,1
2024-10-20,TK501322,C106582,South,Card,8.7,CallCenter,41-55,42,10,4
2024-06-19,TK501323,C105458,South,Login,18.63,Digital,18-25,25,6,2
2024-01-01,TK501324,C102085,East,Login,14.41,CallCenter,26-40,1,1,1
2024-12-16,TK501325,C107000,South,Transfer,14.24,Digital,41-55,51,12,4
2024-01-12,TK501326,C100498,South,Transfer,11.82,Digital,26-40,2,1,1
2024-12-23,TK501327,C106976,South,Login,13.5,Digital,41-55,52,12,4
2024-10-19,TK501328,C102421,South,AppBug,14.69,CallCenter,18-25,42,10,4
2024-03-25,TK501329,C101998,South,AppBug,15.67,Branch,41-55,13,3,1
2024-03-19,TK501330,C105648,North,Login,12.54,Digital,26-40,12,3,1
2024-05-01,TK501331,C102446,West,Card,11.88,Digital,18-25,18,5,2
2024-05-06,TK501332,C101349,North,Other,9.13,Digital,18-25,19,5,2
2024-04-04,TK501333,C106114,South,Card,8.87,CallCenter,26-40,14,4,2
2024-07-08,TK501334,C100639,North,Card,6.93,Digital,56+,28,7,3
2024-01-03,TK501335,C107724,West,Transfer,9.69,Digital,56+,1,1,1
2024-08-23,TK501336,C107530,West,Transfer,18.15,CallCenter,18-25,34,8,3
2024-12-10,TK501337,C101148,South,Other,13.24,CallCenter,26-40,50,12,4
2024-02-06,TK501338,C100075,South,Login,15.25,Digital,26-40,6,2,1
2024-03-03,TK501339,C103024,South,Card,18.08,Digital,26-40,9,3,1
2024-09-19,TK501340,C101005,East,Card,6.1,Branch,26-40,38,9,3
2024-04-06,TK501341,C107056,East,Login,6.73,Branch,56+,14,4,2
2024-07-20,TK501342,C107733,East,Login,8.99,Digital,26-40,29,7,3
2024-06-24,TK501343,C105159,North,Transfer,18.81,CallCenter,26-40,26,6,2
2024-12-10,TK501344,C101278,South,Card,16.54,Digital,56+,50,12,4
2024-12-20,TK501345,C104593,South,Transfer,8.7,CallCenter,18-25,51,12,4
2024-09-14,TK501346,C104394,North,Login,9.5,CallCenter,26-40,37,9,3
2024-08-29,TK501347,C103321,South,Card,11.03,Digital,26-40,35,8,3
2024-12-22,TK501348,C106766,North,Transfer,20.37,Digital,41-55,51,12,4
2024-11-04,TK501349,C107374,East,Card,1.86,Digital,26-40,45,11,4
2024-05-02,TK501350,C104730,West,Login,14.88,CallCenter,26-40,18,5,2
2024-08-25,TK501351,C105980,South,AppBug,16.81,CallCenter,26-40,34,8,3
2024-07-30,TK501352,C105486,South,Transfer,17.77,CallCenter,56+,31,7,3
2024-10-23,TK501353,C102370,South,Transfer,6.67,Branch,26-40,43,10,4
2024-08-07,TK501354,C104741,North,Card,9.75,Digital,26-40,32,8,3
2024-04-14,TK501355,C105544,North,Other,15.64,CallCenter,26-40,15,4,2
2024-10-31,TK501356,C104660,West,Login,1.56,Digital,41-55,44,10,4
2024-05-11,TK501357,C103839,North,Login,16.64,CallCenter,26-40,19,5,2
2024-04-03,TK501358,C103733,North,Card,13.56,CallCenter,26-40,14,4,2
