customer_id,segment,age_band,region,join_date,primary_channel
C101581,26-40,26-40,North,2023-02-23,CallCenter
C101582,26-40,26-40,South,2023-07-17,Digital
C101583,26-40,26-40,West,2023-02-21,Digital
C101584,41-55,41-55,East,2021-09-06,Digital
C101585,56+,56+,West,2023-11-24,CallCenter
C101586,26-40,26-40,South,2021-07-16,ATM
C101587,26-40,26-40,South,2023-04-20,Digital
C101588,26-40,26-40,East,2020-09-09,Branch
C101589,18-25,18-25,North,2023-11-16,Digital
C101590,18-25,18-25,East,2021-03-19,Branch
C101591,18-25,18-25,North,2022-07-04,Digital
C101592,56+,56+,West,2021-06-01,Digital
C101593,26-40,26-40,East,2020-12-01,Branch
C101594,41-55,41-55,South,2021-04-26,CallCenter
C101595,41-55,41-55,South,2022-06-07,Digital
C101596,18-25,18-25,South,2020-06-12,Digital
C101597,18-25,18-25,South,2020-10-16,CallCenter
C101598,41-55,41-55,East,2023-09-05,Digital
C101599,26-40,26-40,South,2020-05-04,Digital
C101600,56+,56+,South,2022-11-21,Branch
C101601,18-25,18-25,South,2021-03-16,Digital
C101602,41-55,41-55,East,2021-04-11,Digital
C101603,41-55,41-55,South,2021-06-14,Digital
C101604,26-40,26-40,South,2021-07-13,Digital
C101605,26-40,26-40,West,2022-11-01,Branch
C101606,56+,56+,South,2023-03-21,ATM
C101607,26-40,26-40,South,2021-06-14,Digital
C101608,26-40,26-40,West,2020-09-07,Branch
C101609,26-40,26-40,South,2020-01-05,Digital
C101610,26-40,26-40,West,2022-11-24,Digital
C101611,41-55,41-55,East,2023-09-01,Branch
C101612,41-55,41-55,East,2020-02-20,Digital
C101613,26-40,26-40,South,2022-05-11,Branch
C101614,41-55,41-55,North,2020-11-14,Digital
C101615,18-25,18-25,South,2020-11-03,Branch
C101616,18-25,18-25,North,2023-04-25,CallCenter
C101617,26-40,26-40,North,2021-01-03,Digital
C101618,56+,56+,South,2021-03-19,CallCenter
C101619,18-25,18-25,East,2020-06-30,Digital
C101620,18-25,18-25,North,2023-08-13,Digital
C101621,26-40,26-40,East,2023-08-17,Digital
C101622,41-55,41-55,West,2023-08-27,ATM
C101623,18-25,18-25,East,2020-12-02,Branch
C101624,26-40,26-40,East,2020-10-01,CallCenter
C101625,41-55,41-55,East,2023-10-06,Branch
C101626,26-40,26-40,South,2022-06-14,Digital
C101627,18-25,18-25,South,2021-01-21,ATM
C101628,18-25,18-25,West,2020-03-09,CallCenter
C101629,26-40,26-40,East,2023-03-13,ATM
C101630,26-40,26-40,East,2023-03-18,Branch
C101631,56+,56+,West,2020-01-16,ATM
C101632,41-55,41-55,South,2021-11-29,Digital
C101633,41-55,41-55,South,2021-12-07,CallCenter
C101634,56+,56+,East,2021-11-09,CallCenter
C101635,26-40,26-40,North,2021-06-23,Branch
C101636,26-40,26-40,South,2021-04-24,Digital
C101637,56+,56+,East,2021-05-03,Digital
C101638,26-40,26-40,South,2023-09-06,CallCenter
C101639,41-55,41-55,South,2023-12-20,ATM
C101640,41-55,41-55,East,2020-06-12,Branch
C101641,18-25,18-25,North,2022-11-19,CallCenter
C101642,26-40,26-40,West,2022-04-17,Branch
C101643,18-25,18-25,North,2021-01-08,ATM
C101644,18-25,18-25,West,2020-09-28,Digital
C101645,26-40,26-40,South,2023-01-04,Digital
C101646,26-40,26-40,South,2021-06-16,Branch
C101647,41-55,41-55,South,2020-07-08,Digital
C101648,56+,56+,South,2023-11-16,Digital
C101649,41-55,41-55,South,2023-09-14,ATM
C101650,26-40,26-40,West,2021-09-03,Digital
C101651,26-40,26-40,East,2021-09-14,Branch
C101652,26-40,26-40,North,2021-09-06,Digital
C101653,18-25,18-25,East,2020-10-05,ATM
C101654,56+,56+,West,2020-06-03,Digital
C101655,26-40,26-40,East,2021-02-02,Branch
C101656,26-40,26-40,South,2021-07-19,Branch
C101657,41-55,41-55,North,2020-08-14,Digital
C101658,26-40,26-40,West,2020-02-21,Digital
C101659,18-25,18-25,South,2023-09-21,Digital
C101660,18-25,18-25,South,2023-07-06,Digital
C101661,41-55,41-55,East,2021-03-22,Digital
C101662,41-55,41-55,South,2022-06-16,Digital
C101663,18-25,18-25,West,2020-07-27,Branch
C101664,56+,56+,North,2023-09-15,Digital
C101665,56+,56+,East,2023-04-02,Digital
C101666,41-55,41-55,West,2020-09-14,Digital
C101667,26-40,26-40,West,2020-11-07,Digital
C101668,18-25,18-25,West,2021-05-01,Branch
C101669,56+,56+,West,2020-05-17,Branch
C101670,26-40,26-40,South,2021-05-21,Branch
C101671,41-55,41-55,West,2022-09-03,Digital
C101672,41-55,41-55,West,2022-11-26,Digital
C101673,18-25,18-25,South,2020-01-11,Digital
C101674,41-55,41-55,South,2021-05-29,Branch
C101675,56+,56+,North,2023-05-01,Digital
C101676,41-55,41-55,South,2023-06-25,ATM
C101677,26-40,26-40,East,2022-04-02,Branch
C101678,56+,56+,South,2022-12-10,Branch
C101679,26-40,26-40,South,2020-12-26,Branch
C101680,41-55,41-55,South,2023-06-22,CallCenter
C101681,41-55,41-55,North,2021-11-22,Digital
C101682,41-55,41-55,West,2022-10-07,Digital
C101683,26-40,26-40,South,2021-01-18,ATM
C101684,18-25,18-25,North,2020-09-09,Branch
C101685,26-40,26-40,North,2022-02-17,Digital
C101686,26-40,26-40,West,2022-02-02,Digital
C101687,26-40,26-40,West,2022-04-15,Digital
C101688,26-40,26-40,North,2023-03-26,ATM
C101689,26-40,26-40,North,2023-02-01,Digital
C101690,41-55,41-55,South,2021-03-16,Digital
C101691,56+,56+,South,2021-11-11,Digital
C101692,26-40,26-40,East,2020-05-04,CallCenter
C101693,41-55,41-55,North,2023-02-23,Branch
C101694,41-55,41-55,South,2020-07-16,Digital
C101695,26-40,26-40,South,2020-04-11,CallCenter
C101696,18-25,18-25,South,2022-01-30,Digital
C101697,41-55,41-55,South,2023-09-08,ATM
C101698,56+,56+,North,2021-07-03,Branch
C101699,41-55,41-55,South,2020-09-28,Digital
C101700,56+,56+,North,2020-09-26,ATM
C101701,56+,56+,North,2023-05-07,CallCenter
C101702,26-40,26-40,West,2022-08-22,Digital
C101703,41-55,41-55,South,2021-12-23,Digital
C101704,26-40,26-40,South,2023-09-16,ATM
C101705,56+,56+,North,2020-06-01,Digital
C101706,18-25,18-25,East,2022-06-19,Branch
C101707,26-40,26-40,West,2021-06-09,Digital
C101708,56+,56+,East,2020-12-07,ATM
C101709,26-40,26-40,South,2023-09-03,Branch
C101710,41-55,41-55,East,2023-10-29,CallCenter
C101711,26-40,26-40,South,2023-05-04,Digital
C101712,56+,56+,West,2020-08-04,CallCenter
C101713,56+,56+,East,2022-11-21,Branch
C101714,26-40,26-40,North,2021-06-07,Branch
C101715,41-55,41-55,South,2021-07-08,Branch
C101716,26-40,26-40,South,2020-10-10,Digital
C101717,41-55,41-55,North,2022-05-10,Branch
C101718,41-55,41-55,West,2023-06-06,Digital
C101719,41-55,41-55,North,2020-12-05,Digital
C101720,18-25,18-25,East,2022-02-24,Branch
C101721,26-40,26-40,West,2022-08-04,Digital
C101722,41-55,41-55,South,2022-07-10,Branch
C101723,26-40,26-40,South,2021-01-16,Digital
C101724,26-40,26-40,South,2020-02-12,Digital
C101725,18-25,18-25,East,2023-04-26,Branch
C101726,26-40,26-40,South,2022-05-21,Digital
C101727,56+,56+,South,2022-10-26,CallCenter
C101728,18-25,18-25,South,2022-02-16,CallCenter
C101729,26-40,26-40,West,2021-07-18,Digital
C101730,56+,56+,South,2021-01-02,Digital
C101731,18-25,18-25,South,2022-08-21,Digital
C101732,41-55,41-55,West,2023-04-29,ATM
C101733,26-40,26-40,North,2021-04-20,Digital
C101734,56+,56+,North,2020-02-05,CallCenter
C101735,41-55,41-55,South,2020-08-15,CallCenter
C101736,56+,56+,North,2022-04-26,Digital
C101737,18-25,18-25,South,2020-12-09,Branch
C101738,26-40,26-40,South,2023-04-04,Digital
C101739,41-55,41-55,East,2021-01-31,Branch
C101740,26-40,26-40,South,2021-12-22,Digital
C101741,26-40,26-40,South,2020-11-27,Branch
C101742,18-25,18-25,South,2021-10-26,Digital
C101743,56+,56+,East,2022-09-18,ATM
C101744,41-55,41-55,East,2023-03-08,Digital
C101745,41-55,41-55,East,2022-12-16,Branch
C101746,41-55,41-55,East,2022-01-11,CallCenter
C101747,26-40,26-40,West,2021-10-29,Branch
C101748,26-40,26-40,West,2021-04-20,Branch
C101749,26-40,26-40,North,2023-12-14,Digital
C101750,41-55,41-55,West,2022-12-07,Digital
C101751,18-25,18-25,West,2023-07-25,Digital
C101752,56+,56+,South,2022-12-16,CallCenter
C101753,41-55,41-55,North,2020-05-07,Digital
C101754,26-40,26-40,South,2021-01-22,Digital
C101755,26-40,26-40,South,2021-11-03,ATM
C101756,18-25,18-25,East,2021-04-04,Digital
C101757,56+,56+,South,2023-08-20,ATM
C101758,56+,56+,North,2021-12-19,Digital
C101759,56+,56+,South,2020-11-17,Digital
C101760,26-40,26-40,West,2022-05-23,Branch
C101761,18-25,18-25,North,2021-07-06,Branch
C101762,18-25,18-25,East,2020-07-05,CallCenter
C101763,18-25,18-25,South,2023-10-15,Digital
C101764,18-25,18-25,South,2023-10-13,Digital
C101765,18-25,18-25,South,2023-02-07,Digital
C101766,56+,56+,South,2021-04-03,Digital
C101767,18-25,18-25,East,2023-05-01,Branch
C101768,18-25,18-25,East,2021-02-25,Digital
C101769,41-55,41-55,North,2023-07-08,Branch
C101770,26-40,26-40,South,2023-07-15,CallCenter
C101771,41-55,41-55,East,2020-09-07,Digital
C101772,41-55,41-55,East,2021-04-05,Branch
C101773,56+,56+,South,2022-10-18,Digital
C101774,41-55,41-55,East,2020-12-08,ATM
C101775,26-40,26-40,North,2023-03-18,Digital
C101776,41-55,41-55,North,2022-09-19,Branch
C101777,26-40,26-40,East,2020-11-26,Digital
C101778,26-40,26-40,East,2023-02-07,Digital
C101779,26-40,26-40,East,2020-03-04,Digital
C101780,18-25,18-25,South,2021-07-14,Digital
C101781,41-55,41-55,South,2020-09-17,ATM
C101782,26-40,26-40,East,2020-01-01,Digital
C101783,18-25,18-25,South,2022-12-19,CallCenter
C101784,26-40,26-40,South,2020-08-11,Digital
C101785,41-55,41-55,East,2022-10-11,Digital
C101786,26-40,26-40,South,2020-04-20,Digital
C101787,41-55,41-55,South,2023-07-26,Digital
C101788,56+,56+,South,2023-11-29,ATM
C101789,18-25,18-25,West,2021-04-08,Digital
C101790,41-55,41-55,South,2021-12-11,ATM
C101791,26-40,26-40,North,2022-06-27,Digital
C101792,18-25,18-25,North,2022-05-11,Digital
C101793,41-55,41-55,North,2020-02-09,Digital
C101794,56+,56+,South,2023-12-01,Branch
C101795,26-40,26-40,South,2023-09-28,Branch
C101796,26-40,26-40,North,2021-12-12,CallCenter
C101797,26-40,26-40,South,2022-03-21,Digital
C101798,26-40,26-40,North,2020-09-05,Digital
C101799,41-55,41-55,South,2022-12-29,ATM
C101800,41-55,41-55,North,2022-01-21,Branch
C101801,41-55,41-55,South,2021-02-18,ATM
C101802,18-25,18-25,East,2021-03-24,Digital
C101803,41-55,41-55,East,2020-04-29,Branch
C101804,41-55,41-55,South,2023-02-26,Digital
C101805,41-55,41-55,West,2020-04-01,CallCenter
C101806,18-25,18-25,East,2022-04-03,Digital
C101807,26-40,26-40,North,2023-04-05,ATM
C101808,26-40,26-40,South,2020-03-17,Digital
C101809,18-25,18-25,East,2020-08-09,ATM
C101810,26-40,26-40,South,2023-01-18,ATM
C101811,26-40,26-40,South,2023-04-18,ATM
C101812,41-55,41-55,South,2020-04-28,Digital
C101813,26-40,26-40,North,2021-01-22,Digital
C101814,41-55,41-55,West,2022-06-04,ATM
C101815,26-40,26-40,North,2022-03-01,Branch
C101816,41-55,41-55,North,2022-01-24,Branch
C101817,26-40,26-40,North,2021-01-17,Digital
C101818,26-40,26-40,South,2022-02-26,Digital
C101819,41-55,41-55,West,2020-03-14,Digital
C101820,56+,56+,East,2023-06-29,Branch
C101821,26-40,26-40,West,2022-03-03,Digital
C101822,26-40,26-40,South,2021-06-28,Digital
C101823,41-55,41-55,South,2021-06-20,ATM
C101824,41-55,41-55,South,2021-06-24,Branch
C101825,18-25,18-25,North,2021-09-27,ATM
C101826,26-40,26-40,West,2020-10-08,Digital
C101827,26-40,26-40,South,2022-05-28,Digital
C101828,56+,56+,South,2020-09-25,Branch
C101829,26-40,26-40,South,2021-04-03,Digital
C101830,26-40,26-40,East,2023-06-26,Branch
C101831,56+,56+,South,2022-04-03,Digital
C101832,26-40,26-40,East,2023-08-12,Branch
C101833,18-25,18-25,East,2022-08-19,Digital
C101834,18-25,18-25,West,2023-02-18,Branch
C101835,18-25,18-25,North,2020-05-10,ATM
C101836,18-25,18-25,North,2022-01-06,Digital
C101837,26-40,26-40,South,2021-05-26,Digital
C101838,41-55,41-55,West,2020-01-25,Digital
C101839,41-55,41-55,West,2020-05-11,Branch
C101840,18-25,18-25,South,2020-10-04,Digital
C101841,26-40,26-40,South,2020-01-11,Digital
C101842,18-25,18-25,South,2021-09-30,ATM
C101843,56+,56+,East,2020-03-15,Branch
C101844,18-25,18-25,South,2023-04-19,Branch
C101845,41-55,41-55,South,2022-05-15,Digital
C101846,26-40,26-40,West,2023-11-07,CallCenter
C101847,41-55,41-55,South,2020-05-03,Digital
C101848,26-40,26-40,South,2020-04-26,Digital
C101849,41-55,41-55,North,2023-06-22,Branch
C101850,26-40,26-40,South,2021-07-26,Digital
C101851,56+,56+,East,2023-01-14,Branch
C101852,26-40,26-40,South,2020-10-04,Digital
C101853,41-55,41-55,North,2020-01-13,Digital
C101854,41-55,41-55,North,2021-12-28,Branch
C101855,56+,56+,North,2022-04-17,Digital
C101856,26-40,26-40,East,2020-06-11,Branch
C101857,26-40,26-40,South,2020-01-15,Branch
C101858,26-40,26-40,South,2020-11-05,Digital
C101859,26-40,26-40,South,2020-06-08,Branch
C101860,26-40,26-40,North,2023-12-26,ATM
C101861,56+,56+,South,2023-12-14,ATM
C101862,56+,56+,North,2020-01-24,Digital
C101863,26-40,26-40,West,2021-10-29,Branch
C101864,41-55,41-55,North,2021-07-15,CallCenter
C101865,56+,56+,South,2020-02-09,Branch
C101866,56+,56+,North,2022-08-31,Digital
C101867,18-25,18-25,East,2023-05-27,Digital
C101868,26-40,26-40,North,2022-06-12,Branch
C101869,41-55,41-55,West,2023-09-02,ATM
C101870,26-40,26-40,North,2022-07-20,CallCenter
C101871,26-40,26-40,West,2022-03-12,CallCenter
C101872,56+,56+,East,2023-10-16,Digital
C101873,56+,56+,South,2022-10-28,Branch
C101874,56+,56+,South,2023-01-22,Digital
C101875,41-55,41-55,South,2023-02-13,Digital
C101876,26-40,26-40,West,2020-02-16,Digital
C101877,26-40,26-40,West,2022-12-09,CallCenter
C101878,26-40,26-40,North,2022-12-29,Digital
C101879,26-40,26-40,South,2021-12-23,Digital
C101880,26-40,26-40,South,2022-04-04,Digital
C101881,41-55,41-55,North,2023-05-01,Digital
C101882,26-40,26-40,East,2020-07-26,Branch
C101883,41-55,41-55,South,2022-02-09,Digital
C101884,26-40,26-40,South,2023-01-30,Digital
C101885,26-40,26-40,West,2021-01-14,Digital
C101886,18-25,18-25,East,2021-01-20,ATM
C101887,18-25,18-25,East,2020-01-06,Branch
C101888,56+,56+,North,2021-04-01,ATM
C101889,26-40,26-40,West,2021-06-07,Digital
C101890,26-40,26-40,South,2023-10-23,Digital
C101891,41-55,41-55,South,2020-04-30,Digital
C101892,26-40,26-40,North,2022-08-02,CallCenter
C101893,18-25,18-25,West,2020-04-02,Digital
C101894,26-40,26-40,South,2023-03-13,Digital
C101895,18-25,18-25,West,2021-11-16,CallCenter
C101896,41-55,41-55,East,2021-09-14,CallCenter
C101897,26-40,26-40,East,2023-10-10,Digital
C101898,18-25,18-25,East,2022-12-30,ATM
C101899,18-25,18-25,West,2020-06-03,Digital
C101900,26-40,26-40,South,2021-01-23,Digital
C101901,18-25,18-25,South,2021-02-03,Digital
C101902,41-55,41-55,East,2022-06-09,CallCenter
C101903,18-25,18-25,South,2023-04-27,Digital
C101904,41-55,41-55,South,2022-07-20,ATM
C101905,26-40,26-40,East,2021-08-10,Digital
C101906,26-40,26-40,South,2022-12-26,Branch
C101907,18-25,18-25,East,2023-01-13,Branch
C101908,41-55,41-55,South,2020-04-27,ATM
C101909,56+,56+,West,2022-03-03,CallCenter
C101910,18-25,18-25,North,2022-11-04,ATM
C101911,18-25,18-25,East,2022-06-01,Branch
C101912,56+,56+,West,2020-12-23,Digital
C101913,26-40,26-40,South,2020-08-23,CallCenter
C101914,18-25,18-25,South,2021-02-28,Digital
C101915,18-25,18-25,South,2021-05-29,Digital
C101916,41-55,41-55,South,2023-09-08,Branch
C101917,41-55,41-55,South,2022-06-27,Digital
C101918,26-40,26-40,North,2023-05-06,Branch
C101919,56+,56+,West,2020-02-09,Digital
C101920,26-40,26-40,South,2023-02-19,Digital
C101921,26-40,26-40,South,2020-10-02,CallCenter
C101922,26-40,26-40,South,2022-04-06,CallCenter
C101923,26-40,26-40,North,2021-07-18,Digital
C101924,26-40,26-40,North,2023-06-15,CallCenter
C101925,18-25,18-25,West,2022-09-12,Digital
C101926,26-40,26-40,East,2021-11-03,Digital
C101927,41-55,41-55,North,2022-01-14,CallCenter
C101928,18-25,18-25,East,2022-10-29,Branch
C101929,26-40,26-40,South,2022-11-16,ATM
C101930,41-55,41-55,North,2022-04-17,Digital
C101931,41-55,41-55,East,2022-11-27,Digital
C101932,41-55,41-55,South,2023-02-26,Digital
C101933,41-55,41-55,South,2020-02-15,CallCenter
C101934,41-55,41-55,West,2021-06-20,Digital
C101935,18-25,18-25,South,2023-08-10,Digital
C101936,26-40,26-40,South,2021-04-14,Digital
C101937,41-55,41-55,South,2023-04-19,Branch
C101938,26-40,26-40,East,2022-03-13,Digital
C101939,18-25,18-25,East,2021-01-31,ATM
C101940,26-40,26-40,West,2021-05-26,Branch
C101941,26-40,26-40,South,2021-12-08,Digital
C101942,26-40,26-40,East,2020-07-01,Digital
C101943,18-25,18-25,South,2021-03-26,Digital
C101944,41-55,41-55,South,2022-09-21,Branch
C101945,56+,56+,North,2023-08-17,ATM
C101946,18-25,18-25,East,2023-10-20,Digital
C101947,56+,56+,South,2021-07-13,Branch
C101948,18-25,18-25,East,2023-03-06,Digital
C101949,56+,56+,South,2021-08-01,ATM
C101950,56+,56+,North,2023-03-24,CallCenter
C101951,18-25,18-25,West,2023-08-25,ATM
C101952,41-55,41-55,East,2021-10-13,Digital
C101953,56+,56+,South,2022-05-27,Digital
C101954,56+,56+,East,2023-06-20,CallCenter
C101955,56+,56+,South,2020-07-20,Digital
C101956,26-40,26-40,East,2020-12-26,Branch
C101957,18-25,18-25,North,2022-07-03,CallCenter
C101958,41-55,41-55,South,2020-09-18,ATM
C101959,41-55,41-55,South,2023-03-06,Branch
C101960,41-55,41-55,South,2021-01-24,Branch
C101961,26-40,26-40,South,2021-05-08,CallCenter
C101962,26-40,26-40,North,2023-03-30,Digital
C101963,18-25,18-25,West,2022-02-08,CallCenter
C101964,41-55,41-55,North,2023-03-01,Digital
C101965,18-25,18-25,North,2022-07-04,ATM
C101966,41-55,41-55,South,2022-01-21,CallCenter
C101967,41-55,41-55,South,2022-01-15,Branch
C101968,26-40,26-40,North,2023-03-18,Digital
C101969,26-40,26-40,South,2023-12-30,Digital
C101970,26-40,26-40,East,2020-02-05,ATM
C101971,56+,56+,North,2022-01-10,Branch
C101972,41-55,41-55,West,2023-02-18,Digital
C101973,26-40,26-40,South,2022-07-28,ATM
C101974,18-25,18-25,East,2021-12-08,CallCenter
C101975,18-25,18-25,North,2023-03-05,ATM
C101976,26-40,26-40,East,2021-11-15,Branch
C101977,56+,56+,West,2020-07-18,CallCenter
C101978,41-55,41-55,North,2021-02-01,ATM
C101979,18-25,18-25,North,2020-03-05,Digital
C101980,56+,56+,South,2022-10-22,CallCenter
C101981,26-40,26-40,North,2023-11-22,Branch
C101982,56+,56+,West,2021-07-08,CallCenter
C101983,26-40,26-40,South,2022-12-05,ATM
C101984,41-55,41-55,South,2023-12-06,Branch
C101985,56+,56+,West,2021-07-28,Digital
C101986,26-40,26-40,West,2023-07-13,Digital
C101987,41-55,41-55,East,2020-01-26,Digital
C101988,56+,56+,South,2022-09-17,Branch
C101989,18-25,18-25,South,2020-08-31,ATM
C101990,18-25,18-25,South,2023-02-15,Digital
C101991,41-55,41-55,South,2020-01-15,Digital
C101992,26-40,26-40,South,2023-05-01,Branch
C101993,18-25,18-25,North,2021-08-02,Digital
C101994,26-40,26-40,South,2020-12-12,Digital
C101995,41-55,41-55,South,2022-03-21,Digital
C101996,26-40,26-40,South,2023-12-16,Branch
C101997,26-40,26-40,North,2020-08-22,Branch
C101998,41-55,41-55,South,2021-03-28,ATM
C101999,26-40,26-40,South,2022-07-23,Digital
C102000,41-55,41-55,East,2020-05-16,Digital
C102001,26-40,26-40,East,2023-10-26,ATM
C102002,56+,56+,South,2022-02-04,CallCenter
C102003,41-55,41-55,North,2023-12-18,Digital
C102004,18-25,18-25,South,2021-08-29,ATM
C102005,56+,56+,North,2023-05-02,ATM
C102006,26-40,26-40,South,2021-04-28,CallCenter
C102007,18-25,18-25,West,2021-10-10,Digital
C102008,18-25,18-25,South,2021-05-21,Digital
C102009,41-55,41-55,South,2022-03-10,Digital
C102010,18-25,18-25,East,2020-11-22,ATM
C102011,26-40,26-40,South,2022-01-05,ATM
C102012,18-25,18-25,North,2023-05-12,Digital
C102013,26-40,26-40,North,2020-08-15,Digital
C102014,26-40,26-40,West,2023-03-04,Digital
C102015,26-40,26-40,North,2023-06-02,Branch
C102016,26-40,26-40,East,2020-02-20,CallCenter
C102017,18-25,18-25,East,2022-09-14,Digital
C102018,41-55,41-55,South,2021-12-09,Branch
C102019,26-40,26-40,East,2022-07-21,Branch
C102020,41-55,41-55,North,2021-03-06,ATM
C102021,18-25,18-25,South,2020-11-17,ATM
C102022,18-25,18-25,South,2021-02-23,Digital
C102023,26-40,26-40,West,2020-08-11,Branch
C102024,26-40,26-40,South,2021-08-15,ATM
C102025,26-40,26-40,North,2023-06-29,CallCenter
C102026,41-55,41-55,West,2023-02-11,Branch
C102027,26-40,26-40,North,2020-09-19,Digital
C102028,26-40,26-40,West,2022-03-26,Branch
C102029,26-40,26-40,East,2020-04-17,Branch
C102030,18-25,18-25,South,2020-03-27,Digital
C102031,26-40,26-40,East,2022-07-03,CallCenter
C102032,26-40,26-40,East,2021-03-17,Digital
C102033,26-40,26-40,North,2022-10-26,CallCenter
C102034,18-25,18-25,West,2020-08-15,Digital
C102035,41-55,41-55,West,2020-06-23,Digital
C102036,56+,56+,West,2022-11-10,Branch
C102037,18-25,18-25,South,2020-10-29,Branch
C102038,41-55,41-55,South,2020-03-25,ATM
C102039,41-55,41-55,South,2023-02-26,Branch
C102040,26-40,26-40,North,2022-10-27,Digital
C102041,41-55,41-55,South,2023-09-20,CallCenter
C102042,41-55,41-55,South,2022-05-25,Branch
C102043,56+,56+,East,2021-11-27,Digital
C102044,56+,56+,South,2022-09-06,ATM
C102045,18-25,18-25,South,2023-03-03,Digital
C102046,26-40,26-40,East,2022-07-08,Digital
C102047,26-40,26-40,South,2021-04-11,Branch
C102048,18-25,18-25,West,2023-07-23,Branch
C102049,26-40,26-40,East,2022-10-24,Branch
C102050,56+,56+,North,2023-07-05,CallCenter
C102051,18-25,18-25,North,2022-03-25,Digital
C102052,26-40,26-40,East,2021-10-19,CallCenter
C102053,41-55,41-55,South,2023-05-16,Digital
C102054,26-40,26-40,West,2022-06-12,Digital
C102055,26-40,26-40,North,2023-02-07,Digital
C102056,56+,56+,North,2023-07-24,Digital
C102057,26-40,26-40,South,2021-02-19,Digital
C102058,18-25,18-25,East,2020-10-08,ATM
C102059,18-25,18-25,West,2020-08-06,ATM
C102060,56+,56+,West,2022-05-26,Branch
C102061,26-40,26-40,South,2023-03-25,Digital
C102062,26-40,26-40,East,2023-11-27,ATM
C102063,18-25,18-25,North,2020-02-17,Digital
C102064,26-40,26-40,South,2020-01-03,Branch
C102065,56+,56+,West,2022-09-19,Branch
C102066,26-40,26-40,South,2021-01-28,Digital
C102067,56+,56+,West,2021-11-26,Branch
C102068,26-40,26-40,South,2020-04-24,CallCenter
C102069,26-40,26-40,North,2020-04-20,Digital
C102070,56+,56+,South,2022-02-10,Branch
C102071,26-40,26-40,West,2022-10-02,CallCenter
C102072,26-40,26-40,South,2023-07-18,Digital
C102073,56+,56+,East,2021-12-06,Digital
C102074,26-40,26-40,North,2022-08-01,Digital
C102075,26-40,26-40,East,2023-06-10,ATM
C102076,56+,56+,South,2021-09-22,Digital
C102077,18-25,18-25,North,2020-10-31,Digital
C102078,26-40,26-40,East,2023-04-20,Digital
C102079,18-25,18-25,East,2020-01-04,CallCenter
C102080,26-40,26-40,South,2021-02-07,ATM
C102081,18-25,18-25,South,2020-07-09,Branch
C102082,41-55,41-55,North,2022-07-29,CallCenter
C102083,18-25,18-25,West,2021-01-28,Branch
C102084,41-55,41-55,East,2021-05-18,CallCenter
C102085,26-40,26-40,East,2022-08-10,Digital
C102086,26-40,26-40,East,2021-03-08,Digital
C102087,26-40,26-40,West,2021-06-13,ATM
C102088,41-55,41-55,North,2021-12-30,Digital
C102089,26-40,26-40,South,2020-06-21,Digital
C102090,26-40,26-40,East,2023-09-28,ATM
C102091,56+,56+,North,2023-12-05,Branch
C102092,26-40,26-40,North,2022-11-07,Digital
C102093,18-25,18-25,East,2020-06-07,Digital
C102094,56+,56+,West,2021-11-21,Digital
C102095,26-40,26-40,East,2021-06-02,Digital
C102096,18-25,18-25,North,2020-08-31,Digital
C102097,26-40,26-40,West,2023-07-04,Branch
C102098,18-25,18-25,North,2021-08-29,ATM
C102099,26-40,26-40,South,2022-08-11,Digital
C102100,41-55,41-55,West,2022-10-06,Digital
C102101,18-25,18-25,East,2021-04-12,Branch
C102102,41-55,41-55,West,2021-05-24,Digital
C102103,56+,56+,East,2023-11-18,Digital
C102104,41-55,41-55,East,2023-04-19,Digital
C102105,41-55,41-55,South,2022-01-02,Branch
C102106,41-55,41-55,South,2022-02-18,Digital
C102107,56+,56+,West,2020-01-12,Digital
C102108,26-40,26-40,West,2020-10-25,Branch
C102109,18-25,18-25,South,2020-01-10,ATM
C102110,26-40,26-40,South,2023-03-23,Branch
C102111,26-40,26-40,South,2023-10-06,CallCenter
C102112,18-25,18-25,South,2020-08-24,Branch
C102113,41-55,41-55,West,2021-02-14,Digital
C102114,18-25,18-25,North,2021-05-29,Digital
C102115,56+,56+,South,2023-04-01,Digital
C102116,26-40,26-40,West,2021-08-18,Digital
C102117,18-25,18-25,South,2020-03-04,Digital
C102118,18-25,18-25,South,2022-05-05,Digital
C102119,26-40,26-40,South,2020-08-02,Branch
C102120,26-40,26-40,North,2022-07-31,Branch
C102121,18-25,18-25,South,2023-06-05,Digital
C102122,26-40,26-40,North,2020-04-08,Branch
C102123,18-25,18-25,North,2023-12-23,Digital
C102124,26-40,26-40,North,2022-08-26,Branch
C102125,26-40,26-40,South,2020-03-16,Branch
C102126,26-40,26-40,North,2020-11-17,Digital
C102127,26-40,26-40,West,2020-09-01,Digital
C102128,18-25,18-25,North,2023-07-15,CallCenter
C102129,18-25,18-25,South,2022-11-22,Branch
C102130,18-25,18-25,West,2021-06-28,Branch
C102131,41-55,41-55,North,2022-02-12,Digital
C102132,56+,56+,South,2021-05-23,Digital
C102133,56+,56+,West,2021-08-16,Digital
C102134,26-40,26-40,South,2022-07-21,CallCenter
C102135,26-40,26-40,South,2020-10-11,Digital
C102136,26-40,26-40,East,2023-01-14,Digital
C102137,41-55,41-55,East,2023-10-13,CallCenter
C102138,41-55,41-55,South,2023-11-24,Digital
C102139,41-55,41-55,North,2020-09-08,Digital
C102140,56+,56+,North,2021-08-24,Branch
